Incident_ID,Date,Incident_Starttime,Incident_Endtime,Incident_Duration,Incident_Priority,Service_Area,Municipality,Damage_Type,LON,LAT
340771,2020-02-09,15:03:56,16:10:38,01:06:42,2,Willem,Amsterdam,Building,4.89975560875196,52.3505493909263
340775,2020-02-09,15:10:42,17:52:49,02:42:07,5,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.86771049595487,52.3434475608974
340776,2020-02-09,15:09:39,15:10:36,00:00:57,2,Willem,Amsterdam,Building,4.89978328383912,52.3507022965551
340777,2020-02-09,15:13:33,16:34:06,01:20:33,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.89266777657598,52.338584244564
340779,2020-02-09,15:17:07,16:08:57,00:51:50,2,IJsbrand,Amsterdam,"Fence, Road signs, Scaffolding",4.90340640563638,52.3859040482958
340780,2020-02-09,15:18:57,16:02:34,00:43:37,2,Victor,Amsterdam,Building,4.94203243183984,52.3586520935819
340786,2020-02-09,15:17:23,16:04:42,00:47:19,2,Nico,Amsterdam,Building,4.89918072423013,52.3761350670893
340789,2020-02-09,15:19:35,15:53:22,00:33:47,2,Uithoorn,Uithoorn,Tree,4.80787364924568,52.2394133794577
340790,2020-02-09,15:21:15,16:10:03,00:48:48,2,Victor,Amsterdam,Building,4.92164426211041,52.3640561743278
340790,2020-02-09,15:21:15,16:10:03,00:48:48,2,Victor,Amsterdam,"Fence, Road signs, Scaffolding",4.92164426211041,52.3640561743278
340791,2020-02-09,15:20:52,15:56:30,00:35:38,2,Amstelveen,Amstelveen,Building,4.86910528871115,52.2830195133078
340792,2020-02-09,15:22:27,16:35:42,01:13:15,2,Uithoorn,Uithoorn,Building,4.79916392583779,52.2492841059397
340793,2020-02-09,15:22:35,16:10:33,00:47:58,2,Nico,Amsterdam,"Fence, Road signs, Scaffolding",4.89887336795776,52.3707052266751
340794,2020-02-09,15:22:51,15:27:25,00:04:34,2,IJsbrand,Amsterdam,"Fence, Road signs, Scaffolding",4.91353065579449,52.4048100618749
340795,2020-02-09,15:26:06,16:34:10,01:08:04,2,Nico,Amsterdam,Building,4.92338718943794,52.3714778681384
340797,2020-02-09,15:28:35,16:51:25,01:22:50,2,Dirk,Amsterdam,Building,4.89116861274053,52.3532549793578
340803,2020-02-09,15:32:46,17:52:59,02:20:13,5,Victor,Amsterdam,Building,4.92733498004958,52.3716909956591
340804,2020-02-09,15:33:46,16:26:43,00:52:57,2,Uithoorn,Uithoorn,Building,4.82409906453303,52.2437521271461
340804,2020-02-09,15:33:46,16:26:43,00:52:57,2,Uithoorn,Uithoorn,Tree,4.82409906453303,52.2437521271461
340805,2020-02-09,15:34:04,15:37:15,00:03:11,2,Willem,Amsterdam,Unknown,4.88980446115975,52.3322178855532
340806,2020-02-09,15:34:37,18:19:37,02:45:00,2,Uithoorn,Uithoorn,Tree,4.8164429002822,52.2539077527985
340807,2020-02-09,15:35:49,16:34:16,00:58:27,2,Willem,Amsterdam,Building,4.92259682900543,52.3530050237632
340808,2020-02-09,16:14:11,17:55:10,01:40:59,2,Amstelveen,Amsterdam,"Fence, Road signs, Scaffolding",4.87565942312404,52.3247606224871
340809,2020-02-09,15:36:34,16:10:28,00:33:54,2,IJsbrand,Amsterdam,"Fence, Road signs, Scaffolding",4.89112871014795,52.4014648422649
340810,2020-02-09,15:39:11,16:34:24,00:55:13,2,Dirk,Amsterdam,Building,4.89422120528037,52.3572582885721
340816,2020-02-09,15:41:07,16:09:36,00:28:29,2,Diemen,Diemen,Building,4.95880990867473,52.3359930427482
340817,2020-02-09,15:40:14,19:11:43,03:31:29,2,Nico,Amsterdam,Building,4.9240912888685,52.3729546055959
340820,2020-02-09,15:42:18,16:51:32,01:09:14,2,Aalsmeer,Aalsmeer,Unknown,4.79393610754682,52.2734535828156
340821,2020-02-09,15:47:28,16:34:30,00:47:02,2,Diemen,Amsterdam,Building,4.94362117046628,52.3392265994439
340823,2020-02-09,15:49:02,16:51:41,01:02:39,2,Anton,Amsterdam,Building,4.94473066030744,52.3000350682459
340823,2020-02-09,15:49:02,16:51:41,01:02:39,2,Anton,Amsterdam,"Fence, Road signs, Scaffolding",4.94473066030744,52.3000350682459
340824,2020-02-09,15:50:17,16:26:51,00:36:34,2,Dirk,Amsterdam,Building,4.87712395064363,52.3492316894247
340826,2020-02-09,15:50:03,19:17:36,03:27:33,5,Amstelveen,Amstelveen,Tree,4.88428948062551,52.2958208732348
340832,2020-02-09,15:57:56,16:01:09,00:03:13,2,Hendrik,Amsterdam,Tree,4.88980503485855,52.3753860263309
340838,2020-02-09,16:01:53,16:51:51,00:49:58,2,IJsbrand,Amsterdam,Building,4.90456128932827,52.4066522769276
340839,2020-02-09,16:00:20,19:17:17,03:16:57,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.90048955968765,52.3451867249045
340840,2020-02-09,16:03:47,17:24:47,01:21:00,2,Hendrik,Amsterdam,Building,4.88238676610826,52.38331773742
340841,2020-02-09,16:13:46,16:52:12,00:38:26,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.91770694122859,52.3434946778036
340848,2020-02-09,16:11:03,16:19:29,00:08:26,2,Hendrik,Amsterdam,Building,4.87614178482658,52.3771703245211
340849,2020-02-09,16:11:12,16:13:28,00:02:16,2,Amstelveen,Amstelveen,Tree,4.86082288895485,52.2968422324605
340853,2020-02-09,16:14:20,16:30:15,00:15:55,2,Uithoorn,Uithoorn,Tree,4.78475615807696,52.2361699336106
340855,2020-02-09,16:13:46,16:28:39,00:14:53,2,Aalsmeer,Aalsmeer,Tree,4.76357241328991,52.2571009495661
340856,2020-02-09,16:14:08,16:52:29,00:38:21,2,Victor,Amsterdam,Building,4.93356184338827,52.3744832227666
340856,2020-02-09,16:14:08,16:52:29,00:38:21,2,Victor,Amsterdam,"Fence, Road signs, Scaffolding",4.93356184338827,52.3744832227666
340857,2020-02-09,16:13:23,16:52:22,00:38:59,2,Hendrik,Amsterdam,Unknown,4.89212864471046,52.372456783909
340858,2020-02-09,16:14:53,16:52:52,00:37:59,2,Amstelveen,Amstelveen,Tree,4.85373394730835,52.2951027716038
340859,2020-02-09,16:15:04,17:31:22,01:16:18,2,Willem,Amsterdam,Building,4.9052541874082,52.3469857972028
340859,2020-02-09,16:15:04,17:31:22,01:16:18,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.9052541874082,52.3469857972028
340861,2020-02-09,16:16:45,18:39:16,02:22:31,5,Zebra,Amsterdam,Tree,4.93806643350164,52.392251030414
340862,2020-02-09,16:19:19,17:31:34,01:12:15,2,Willem,Amsterdam,Building,4.91623459438774,52.3398038499054
340863,2020-02-09,16:22:08,17:26:12,01:04:04,2,Nico,Amsterdam,Tree,4.91470592365921,52.3855452227224
340864,2020-02-09,16:20:43,19:15:01,02:54:18,5,Willem,Ouder-Amstel,Building,4.92405990090712,52.3323569190912
340864,2020-02-09,16:20:43,19:15:01,02:54:18,5,Willem,Ouder-Amstel,"Fence, Road signs, Scaffolding",4.92405990090712,52.3323569190912
340865,2020-02-09,16:37:34,17:26:40,00:49:06,2,Hendrik,Amsterdam,"Fence, Road signs, Scaffolding",4.87322598816583,52.3626515146221
340867,2020-02-09,16:21:16,19:11:12,02:49:56,2,Anton,Amsterdam,Tree,4.97098839486812,52.2967959121575
340868,2020-02-09,16:20:25,16:34:39,00:14:14,2,Zebra,Amsterdam,"Fence, Road signs, Scaffolding",4.98053096591499,52.3625564406571
340869,2020-02-09,16:24:12,17:27:19,01:03:07,2,Victor,Amsterdam,Building,4.94083205485465,52.3729110447505
340870,2020-02-09,16:23:08,17:44:00,01:20:52,2,Amstelveen,Amstelveen,Building,4.86550139005027,52.3116479723646
340870,2020-02-09,16:23:08,17:44:00,01:20:52,2,Amstelveen,Amstelveen,Tree,4.86550139005027,52.3116479723646
340871,2020-02-09,16:23:33,16:28:06,00:04:33,5,Hendrik,Amsterdam,Tree,4.88980503485855,52.3753860263309
340873,2020-02-09,16:26:18,17:59:42,01:33:24,3,Zebra,Amsterdam,Building,4.95264641252033,52.3960712379044
340875,2020-02-09,16:29:14,17:30:20,01:01:06,2,Nico,Amsterdam,Building,4.94152128080222,52.377389504112
340876,2020-02-09,16:29:58,16:40:15,00:10:17,2,Dirk,Amsterdam,Tree,4.87839606798789,52.3509268634479
340877,2020-02-09,16:31:34,17:43:55,01:12:21,2,Amstelveen,Ouder-Amstel,Building,4.91415190294735,52.2970136469201
340880,2020-02-09,16:33:29,17:30:09,00:56:40,2,Uithoorn,Uithoorn,Tree,4.8268462080452,52.2453560584568
340881,2020-02-09,16:33:02,17:27:48,00:54:46,2,Uithoorn,Uithoorn,Building,4.81326234999976,52.2404732983732
340886,2020-02-09,16:40:12,17:03:38,00:23:26,2,IJsbrand,Amsterdam,Building,4.90182894234093,52.403872919748
340888,2020-02-09,16:38:19,17:14:08,00:35:49,5,Dirk,Amsterdam,"Fence, Road signs, Scaffolding",4.87459247791354,52.3358649203047
340889,2020-02-09,16:40:53,16:40:53,00:00:00,2,Duivendrecht,Amsterdam,"Fence, Road signs, Scaffolding",4.92103023635784,52.3414496203052
340891,2020-02-09,16:39:10,17:59:14,01:20:04,5,Nico,Amsterdam,Building,4.90756583918847,52.3653031942007
340892,2020-02-09,16:40:00,17:23:01,00:43:01,2,Victor,Amsterdam,Tree,4.94800145303169,52.3651545190285
340893,2020-02-09,16:42:47,17:32:26,00:49:39,2,Nico,Amsterdam,Tree,4.90093765798868,52.3645661265105
340894,2020-02-09,16:41:47,19:12:52,02:31:05,5,Amstelveen,Amstelveen,Tree,4.87238207702566,52.3151743836409
340895,2020-02-09,16:43:23,17:09:06,00:25:43,2,Nico,Amsterdam,Tree,4.90920404639973,52.3904034501332
340896,2020-02-09,16:45:32,17:30:11,00:44:39,2,Willem,Amsterdam,Building,4.90228765214159,52.3565725880195
340897,2020-02-09,17:18:42,17:51:16,00:32:34,2,Amstelveen,Amstelveen,"Fence, Road signs, Scaffolding",4.8719668489666,52.3168353230126
340898,2020-02-09,16:44:32,17:04:36,00:20:04,2,Osdorp,Amsterdam,"Fence, Road signs, Scaffolding",4.80105436952822,52.3414554703432
340899,2020-02-09,16:43:52,17:31:43,00:47:51,2,Dirk,Amsterdam,Building,4.89371519864883,52.351279331936
340901,2020-02-09,16:45:20,17:43:49,00:58:29,2,Dirk,Amsterdam,"Fence, Road signs, Scaffolding",4.8917799212136,52.3616071474051
340903,2020-02-09,16:47:38,17:51:21,01:03:43,2,Anton,Amsterdam,Building,4.97257221175968,52.3218773764766
340904,2020-02-09,16:46:46,17:28:08,00:41:22,2,Amstelveen,Amstelveen,Unknown,4.88024522763088,52.303389347334
340905,2020-02-09,16:47:21,18:33:56,01:46:35,2,Willem,Amsterdam,Tree,4.92338095678505,52.3439844128212
340906,2020-02-09,16:48:38,17:00:27,00:11:49,2,Willem,Amsterdam,Building,4.88726517249934,52.3323240255166
340907,2020-02-09,16:49:55,17:43:14,00:53:19,2,Nico,Amsterdam,Tree,4.91250851414063,52.3918547663092
340908,2020-02-09,16:53:33,17:51:25,00:57:52,2,Amstelveen,Amstelveen,Tree,4.8719668489666,52.3168353230126
340909,2020-02-09,16:53:49,17:30:19,00:36:30,2,Nico,Amsterdam,Building,4.89613966423839,52.3696064073011
340910,2020-02-09,16:57:11,18:15:48,01:18:37,2,Zebra,Amsterdam,Building,4.9790056658922,52.3591987855526
340911,2020-02-09,16:56:42,16:59:18,00:02:36,2,Anton,Amsterdam,Unknown,4.98496372946464,52.29785988851
340912,2020-02-09,16:55:24,17:30:34,00:35:10,2,Aalsmeer,Aalsmeer,Unknown,4.80378787201274,52.2785987749571
340913,2020-02-09,16:56:22,17:32:15,00:35:53,2,Pieter,Amsterdam,Building,4.84764082169276,52.3538644773163
340914,2020-02-09,16:57:39,17:51:29,00:53:50,2,Victor,Amsterdam,Building,4.94115722958489,52.3683195627933
340916,2020-02-09,17:01:23,17:19:43,00:18:20,2,Nico,Amsterdam,Building,4.91972052671419,52.3877850768269
340917,2020-02-09,17:04:10,17:43:29,00:39:19,2,Nico,Amsterdam,Building,4.90268733265781,52.3683661155231
340917,2020-02-09,17:04:10,17:43:29,00:39:19,2,Nico,Amsterdam,"Fence, Road signs, Scaffolding",4.90268733265781,52.3683661155231
340918,2020-02-09,17:03:43,18:46:54,01:43:11,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.90962162126079,52.3475427653079
340919,2020-02-09,17:04:51,18:34:03,01:29:12,2,Hendrik,Amsterdam,Building,4.88727003356629,52.3827093143679
340919,2020-02-09,17:04:51,18:34:03,01:29:12,2,Hendrik,Amsterdam,"Fence, Road signs, Scaffolding",4.88727003356629,52.3827093143679
340920,2020-02-09,17:07:18,18:15:39,01:08:21,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.90236384484013,52.3442237403614
340921,2020-02-09,17:11:27,17:39:07,00:27:40,2,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.83598205617502,52.3695663086136
340922,2020-02-09,17:10:30,17:30:29,00:19:59,2,Victor,Amsterdam,Building,4.91407899903552,52.3589481230955
340923,2020-02-09,17:12:36,19:37:25,02:24:49,2,Willem,Amsterdam,Building,4.89631781311652,52.3442167933957
340924,2020-02-09,17:12:22,17:14:22,00:02:00,2,Dirk,Amsterdam,Tree,4.86815233673605,52.3558616037208
340925,2020-02-09,17:12:40,17:43:36,00:30:56,2,Willem,Amsterdam,Building,4.90517958984507,52.3525039677327
340926,2020-02-09,17:13:26,17:28:17,00:14:51,5,Amstelveen,Amstelveen,Unknown,4.87039345592321,52.3159296774987
340927,2020-02-09,17:12:41,17:57:50,00:45:09,2,Willem,Amsterdam,Building,4.92184570475876,52.3378487411579
340928,2020-02-09,17:14:34,18:34:10,01:19:36,2,Amstelveen,Amsterdam,Building,4.88003823991976,52.326666911941
340929,2020-02-09,17:16:29,17:43:42,00:27:13,2,Dirk,Amsterdam,Building,4.89881790249568,52.3570706244933
340931,2020-02-09,17:22:27,19:37:32,02:15:05,2,Victor,Amsterdam,Building,4.92365023407173,52.3659784267422
340932,2020-02-09,17:27:19,18:14:38,00:47:19,2,IJsbrand,Amsterdam,"Fence, Road signs, Scaffolding",4.89887233108933,52.4068087167254
340933,2020-02-09,17:31:53,21:24:48,03:52:55,5,Pieter,Amsterdam,Building,4.85146326720047,52.3497115135513
340933,2020-02-09,17:31:53,21:24:48,03:52:55,5,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.85146326720047,52.3497115135513
340935,2020-02-09,17:29:19,19:08:31,01:39:12,2,Hendrik,Amsterdam,Unknown,4.88490932074657,52.37457444155
340936,2020-02-09,17:34:30,18:34:18,00:59:48,2,Amstelveen,Amsterdam,Building,4.8586406502741,52.3250273520859
340938,2020-02-09,17:40:10,19:14:07,01:33:57,5,Dirk,Amsterdam,Unknown,4.89083758154576,52.3631670649075
340939,2020-02-09,17:42:05,19:18:29,01:36:24,2,Willem,Amsterdam,Building,4.88726517249934,52.3323240255166
340941,2020-02-09,17:43:48,19:08:39,01:24:51,2,Victor,Amsterdam,Building,4.9141671703546,52.3589394877273
340942,2020-02-09,17:46:47,19:02:19,01:15:32,2,Amstelveen,Amstelveen,Building,4.83104271882211,52.2716117015679
340943,2020-02-09,17:46:05,19:37:38,01:51:33,2,Dirk,Amsterdam,"Fence, Road signs, Scaffolding",4.89079866156254,52.3508986386388
340946,2020-02-09,17:51:46,19:02:33,01:10:47,2,Willem,Amsterdam,"Fence, Road signs, Scaffolding",4.90709569113083,52.3476943256168
340947,2020-02-09,17:51:51,19:40:59,01:49:08,5,Amstelveen,Amsterdam,Building,4.88325511801965,52.3275794368859
340948,2020-02-09,17:55:19,19:37:56,01:42:37,2,Dirk,Amsterdam,Building,4.88783129602599,52.3446037145604
340949,2020-02-09,17:53:20,17:57:01,00:03:41,2,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.8373476255911,52.3766729754194
340952,2020-02-09,17:56:47,17:57:38,00:00:51,2,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.8373476255911,52.3766729754194
340953,2020-02-09,18:01:43,19:45:27,01:43:44,2,Willem,Amsterdam,Building,4.90394290568089,52.3407159856213
340954,2020-02-09,17:58:23,18:00:16,00:01:53,2,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.8373476255911,52.3766729754194
340956,2020-02-09,18:03:40,19:38:02,01:34:22,2,Dirk,Amsterdam,Building,4.88369201304516,52.3615011223086
340956,2020-02-09,18:03:40,19:38:02,01:34:22,2,Dirk,Amsterdam,"Fence, Road signs, Scaffolding",4.88369201304516,52.3615011223086
340957,2020-02-09,18:03:06,18:03:06,00:00:00,2,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.84998147951626,52.3799755379342
340960,2020-02-09,18:04:10,19:17:44,01:13:34,5,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.8373476255911,52.3766729754194
340961,2020-02-09,18:06:07,20:49:53,02:43:46,2,Pieter,Amsterdam,Building,4.84495968184979,52.3498526647289
340962,2020-02-09,18:08:04,19:41:32,01:33:28,2,Dirk,Amsterdam,Tree,4.89618456840673,52.3642229507466
340963,2020-02-09,18:06:57,20:03:19,01:56:22,2,Hendrik,Amsterdam,"Fence, Road signs, Scaffolding",4.88672444295439,52.3789950907029
340964,2020-02-09,18:13:15,22:00:13,03:46:58,2,Teunis,Amsterdam,Building,4.8486944311678,52.3855780278959
340967,2020-02-09,18:13:42,18:46:24,00:32:42,2,Victor,Amsterdam,Building,4.93380308291902,52.3494444001468
340968,2020-02-09,18:23:14,19:10:12,00:46:58,5,Dirk,Amsterdam,Unknown,4.8941368275762,52.3582465880271
340969,2020-02-09,18:20:39,20:24:40,02:04:01,2,Pieter,Amsterdam,Building,4.8579344879772,52.3436648905871
340969,2020-02-09,18:20:39,20:24:40,02:04:01,2,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.8579344879772,52.3436648905871
340970,2020-02-09,18:20:15,21:05:41,02:45:26,5,Hendrik,Amsterdam,"Fence, Road signs, Scaffolding",4.87680873131491,52.3651566176237
340971,2020-02-09,18:22:59,20:45:33,02:22:34,2,Uithoorn,Uithoorn,Building,4.81313021239974,52.2495864692326
340975,2020-02-09,18:36:53,19:38:17,01:01:24,2,Dirk,Amsterdam,Building,4.87829221429466,52.3484637709423
340976,2020-02-09,18:37:34,19:18:17,00:40:43,2,Nico,Amsterdam,Building,4.90550887298324,52.3708492478343
340976,2020-02-09,18:37:34,19:18:17,00:40:43,2,Nico,Amsterdam,"Fence, Road signs, Scaffolding",4.90550887298324,52.3708492478343
340978,2020-02-09,18:48:21,18:48:49,00:00:28,2,Amstelveen,Amstelveen,Tree,4.8464822426456,52.2923285331531
340979,2020-02-09,18:53:39,19:02:57,00:09:18,2,Nico,Amsterdam,Tree,4.90874950779275,52.3630970056822
340980,2020-02-09,18:50:59,19:45:05,00:54:06,2,Osdorp,Amsterdam,"Fence, Road signs, Scaffolding",4.7966563264656,52.3499630458238
340982,2020-02-09,18:56:58,20:03:42,01:06:44,2,Willem,Amsterdam,Building,4.93368001243359,52.3471250943622
340984,2020-02-09,18:56:37,19:00:19,00:03:42,3,Willem,Amsterdam,Tree,4.9077392878631,52.3410999251021
340986,2020-02-09,19:01:29,19:02:08,00:00:39,2,Dirk,Amsterdam,Tree,4.87469652885519,52.353544315178
340987,2020-02-09,19:05:19,19:15:28,00:10:09,5,Pieter,Amsterdam,Unknown,4.85269612331039,52.3509304370403
340988,2020-02-09,19:06:17,20:18:03,01:11:46,2,Aalsmeer,Aalsmeer,Tree,4.76488421047338,52.257557264436
340992,2020-02-09,19:23:12,19:47:06,00:23:54,2,Nico,Amsterdam,Building,4.89623265657508,52.3718177697549
340994,2020-02-09,19:27:00,19:39:22,00:12:22,5,Amstelveen,Amstelveen,Tree,4.84607129633623,52.292371592708
340995,2020-02-09,19:35:20,20:18:12,00:42:52,2,Hendrik,Amsterdam,Building,4.88903454103453,52.3864556290178
340996,2020-02-09,19:35:32,20:03:50,00:28:18,2,Dirk,Amsterdam,Unknown,4.89527062982342,52.3592579311527
340999,2020-02-09,19:35:45,20:03:59,00:28:14,2,Amstelveen,Amstelveen,Tree,4.86309376182435,52.2845209583759
341001,2020-02-09,19:47:07,19:52:12,00:05:05,2,Amstelveen,Amstelveen,"Fence, Road signs, Scaffolding",4.86792349874193,52.2913550765909
341002,2020-02-09,19:49:12,20:46:20,00:57:08,2,IJsbrand,Amsterdam,Building,4.8880642054722,52.4191486373203
341004,2020-02-09,19:51:10,19:54:11,00:03:01,2,Amstelveen,Amstelveen,"Fence, Road signs, Scaffolding",4.87453464318677,52.3052881300794
341005,2020-02-09,19:54:30,21:08:01,01:13:31,5,Dirk,Amsterdam,Tree,4.89618456840673,52.3642229507466
341006,2020-02-09,20:05:09,21:07:52,01:02:43,5,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.85728140180788,52.3455134510526
341008,2020-02-09,20:08:07,20:25:12,00:17:05,3,Amstelveen,Amsterdam,"Fence, Road signs, Scaffolding",4.87556444752001,52.3266386627203
341009,2020-02-09,20:12:46,20:12:46,00:00:00,2,Victor,Amsterdam,Unknown,4.92501762378139,52.3629728912367
341011,2020-02-09,20:15:02,21:13:31,00:58:29,2,Hendrik,Amsterdam,Building,4.88530755132211,52.3886958024087
341013,2020-02-09,20:24:00,21:37:00,01:13:00,2,Teunis,Amsterdam,Building,4.88208937433733,52.3875047338891
341015,2020-02-09,20:24:36,20:49:49,00:25:13,2,Osdorp,Amsterdam,"Fence, Road signs, Scaffolding",4.80359343511079,52.3592818524931
341016,2020-02-09,20:27:19,20:27:19,00:00:00,2,Victor,Amsterdam,Unknown,4.92246086340161,52.3575792412523
341019,2020-02-09,20:31:58,21:07:16,00:35:18,5,Pieter,Amsterdam,"Fence, Road signs, Scaffolding",4.83936520133208,52.3500605844604
341023,2020-02-09,20:40:33,21:37:09,00:56:36,2,Aalsmeer,Aalsmeer,"Fence, Road signs, Scaffolding",4.7675733248315,52.2527178761159
341024,2020-02-09,20:41:39,21:02:14,00:20:35,5,Uithoorn,Uithoorn,Unknown,4.82352248430387,52.2407204291221
341025,2020-02-09,20:48:08,21:13:16,00:25:08,2,Hendrik,Amsterdam,Building,4.89483243124513,52.3789032529776
341027,2020-02-09,21:08:27,02:39:12,05:30:45,5,Osdorp,Amsterdam,Unknown,4.79160272470612,52.3634374039686
341029,2020-02-09,21:11:14,21:12:43,00:01:29,2,Amstelveen,Ouder-Amstel,Tree,4.91960327463209,52.2971971072794
341032,2020-02-09,21:45:15,22:19:11,00:33:56,2,Willem,Amsterdam,Tree,4.92341668991055,52.3433733862812
341037,2020-02-09,22:20:42,02:39:27,04:18:45,5,Pieter,Amsterdam,Tree,4.81065160169931,52.3380423061805
341040,2020-02-09,23:49:15,00:37:39,00:48:24,2,Pieter,Amsterdam,Building,4.85901740166971,52.3451527123812
341042,2020-02-10,00:05:52,00:52:44,00:46:52,2,Anton,Amsterdam,Tree,4.97657319775786,52.3063604668323
341068,2020-02-10,08:10:25,09:40:19,01:29:54,2,IJsbrand,Amsterdam,Building,4.91634490066625,52.4082545564733
341068,2020-02-10,08:10:25,09:40:19,01:29:54,2,IJsbrand,Amsterdam,"Fence, Road signs, Scaffolding",4.91634490066625,52.4082545564733
341070,2020-02-10,08:19:09,09:40:27,01:21:18,2,Nico,Amsterdam,Building,4.91296190925982,52.3906702109911
341072,2020-02-10,08:30:43,09:40:33,01:09:50,2,Anton,Amsterdam,Building,4.94134528398056,52.3130726390691
341074,2020-02-10,08:54:53,09:39:35,00:44:42,5,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.84471276688809,52.3748554748241
341075,2020-02-10,08:59:11,09:40:40,00:41:29,2,Osdorp,Amsterdam,Building,4.80160437051576,52.36539271198
341076,2020-02-10,09:33:31,11:00:15,01:26:44,2,Pieter,Amsterdam,Tree,4.84629914969781,52.3399003247446
341078,2020-02-10,09:48:15,10:19:47,00:31:32,5,Uithoorn,Uithoorn,Tree,4.81313021239974,52.2495864692326
341079,2020-02-10,09:50:57,10:46:34,00:55:37,2,Osdorp,Amsterdam,Building,4.80986896227809,52.3745289251548
341081,2020-02-10,10:22:58,11:09:27,00:46:29,2,Nico,Amsterdam,Building,4.92386271659243,52.3892124170377
341082,2020-02-10,10:26:59,11:23:38,00:56:39,2,Teunis,Amsterdam,"Fence, Road signs, Scaffolding",4.84060439830432,52.3733805668088
341085,2020-02-10,10:45:48,13:02:50,02:17:02,2,Amstelveen,Amstelveen,Building,4.86354096121358,52.3149917712773
341086,2020-02-10,10:48:19,11:44:34,00:56:15,2,Nico,Amsterdam,Building,4.90678761422703,52.3761571857995
341086,2020-02-10,10:48:19,11:44:34,00:56:15,2,Nico,Amsterdam,"Fence, Road signs, Scaffolding",4.90678761422703,52.3761571857995
341088,2020-02-10,10:55:09,13:03:45,02:08:36,2,Anton,Amsterdam,Building,4.97059189242521,52.3156419004534
341088,2020-02-10,10:55:09,13:03:45,02:08:36,2,Anton,Amsterdam,"Fence, Road signs, Scaffolding",4.97059189242521,52.3156419004534
341094,2020-02-10,11:19:53,14:30:29,03:10:36,5,Zebra,Amsterdam,Building,4.93373471248954,52.4064080290405
341095,2020-02-10,11:37:40,13:03:58,01:26:18,2,IJsbrand,Amsterdam,Tree,4.91559271190332,52.4098873130695
341102,2020-02-10,12:48:12,15:01:11,02:12:59,2,Willem,Amsterdam,Building,4.89631781311652,52.3442167933957
341103,2020-02-10,12:53:51,13:50:20,00:56:29,2,Diemen,Diemen,Tree,4.99167092595713,52.3249985967587
341106,2020-02-10,13:33:12,14:27:11,00:53:59,2,IJsbrand,Amsterdam,Building,4.90064473653503,52.385919697605
341109,2020-02-10,13:46:15,15:01:19,01:15:04,2,Hendrik,Amsterdam,Tree,4.88598249303056,52.390064788446
341111,2020-02-10,14:14:40,15:01:27,00:46:47,2,Amstelveen,Amsterdam,Building,4.86836232438411,52.3265983114605
341113,2020-02-10,14:41:35,15:25:43,00:44:08,2,Amstelveen,Amstelveen,Building,4.838894905987,52.2895073501761
341113,2020-02-10,14:41:35,15:25:43,00:44:08,2,Amstelveen,Amstelveen,Tree,4.838894905987,52.2895073501761
341114,2020-02-10,14:41:25,15:25:51,00:44:26,2,Hendrik,Amsterdam,Building,4.85635313528647,52.3666844568446
341115,2020-02-10,14:44:37,15:25:36,00:40:59,2,Dirk,Amsterdam,Building,4.89461727312688,52.3519931213585
341116,2020-02-10,14:51:51,16:09:31,01:17:40,2,Dirk,Amsterdam,Building,4.88454712635426,52.3547010367658
341120,2020-02-10,15:32:43,17:03:50,01:31:07,2,Dirk,Amsterdam,Tree,4.88572797349095,52.3645116662626
341122,2020-02-10,15:49:50,17:03:58,01:14:08,2,Pieter,Amsterdam,Building,4.84966757881972,52.3489214352314
341128,2020-02-10,16:24:29,18:05:11,01:40:42,5,Anton,Amsterdam,Tree,4.98707352642378,52.2914767216266
341130,2020-02-10,16:37:31,17:29:30,00:51:59,2,Nico,Amsterdam,Building,4.9205551073151,52.3768773301062
341130,2020-02-10,16:37:31,17:29:30,00:51:59,2,Nico,Amsterdam,"Fence, Road signs, Scaffolding",4.9205551073151,52.3768773301062
341139,2020-02-10,18:46:51,21:18:24,02:31:33,2,Victor,Amsterdam,Building,4.92513442258938,52.3714936871368
341139,2020-02-10,18:46:51,21:18:24,02:31:33,2,Victor,Amsterdam,"Fence, Road signs, Scaffolding",4.92513442258938,52.3714936871368
341147,2020-02-10,20:08:41,02:43:30,06:34:49,5,Osdorp,Amsterdam,Building,4.79004158607071,52.3812523006204
341159,2020-02-10,22:37:53,23:05:35,00:27:42,2,Amstelveen,Amstelveen,Unknown,4.83185541202605,52.2827964883874
